# GeneMark.hmm-2 LST format
# GeneMark.hmm-2 prokaryotic version: 1.06
# File with sequence: tmpseq.fna
# File with native parameters: itr_1.mod
# File with MetaGeneMark parameters: /home/karl/repos/repos-gms2/bin/mgm_11.mod
#
# translation table: 11
# output date start: Sun Oct 28 17:19:54 2018

# sequence-region 1 4411532
SequenceID: anydef
     1   +   <1    1524    1524 nativebacarc native
  1269   +    1371544    1371702     159 nativebac  0 3 native
  1270   -    1371777    1372922    1146 nativebacarc  0 3 native
  1271   -    1372962    1374107    1146 nativebacarc  0 3 native
  1272   -    1374322    1374864     543 nativebacarc  0 3 atypical
  1273   -    1374861    1376168    1308 nativebacarc  0 3 native
  1274   -    1376230    1376442     213 nativebacarc  0 3 atypical
  1275   +    1377048    1377503     456 nativebac  0 3 native
  1276   +    1377530    1378930    1401 nativebacarc  0 3 native
  1277   +    1378927    1379850     924 nativebacarc  0 3 native
  1278   +    1379831    1380679     849 nativebacarc  0 3 native
  1279   +    1380699    1381865    1167 nativebacarc  0 3 atypical
  1280   -    1381942    1383042    1101 nativebacarc  0 3 native
  1281   +    1383213    1384202     990 nativebacarc  0 3 native
  1282   +    1384278    1384538     261 nativebacarc  0 3 native
  1283   +    1384535    1384966     432 nativebacarc  0 3 native
  1284   -    1384989    1386677    1689 nativebacarc  0 3 native
  1285   +    1386857    1387717     861 nativebacarc  0 3 native
  1286   -    1387798    1388628     831 nativebacarc  0 3 native
  1287   -    1388685    1388954     270 nativebac  0 3 atypical
  1288   -    1388975    1389292     318 nativebacarc  0 3 atypical
  1289   -    1389357    1393052    3696 nativebacarc  0 3 native
  1290   -    1393194    1393880     687 nativebacarc  0 3 native
  1291   +    1394179    1395918    1740 nativebacarc  0 3 native
  1292   -    1395821    1399240    3420 nativebacarc  0 3 native
  1293   -    1399296    1399664     369 nativebacarc  0 3 native
  1294   +    1399970    1401661    1692 nativebacarc  0 3 native
  1295   +    1401658    1402809    1152 nativebacarc  0 3 native
  1296   -    1402778    1403386     609 nativebacarc  0 3 native
  1297   -    1403386    1404591    1206 nativebacarc  0 3 native
  1298   -    1404717    1406084    1368 nativebacarc  0 3 native
  1299   -    1406081    1407340    1260 nativebacarc  0 3 native
  1300   +    1407411    1408238     828 nativebacarc  0 3 native
  1301   +    1408231    1409358    1128 nativebacarc  0 3 native
  1302   -    1409484    1409957     474 nativebac  0 3 native
  1303   -    1409938    1410372     435 nativebacarc  0 3 native
  1304   +    1410431    1411819    1389 nativebacarc  0 3 native
  1305   +    1411894    1413087    1194 nativebacarc  0 3 native
  1306   +    1413371    1413940     570 nativebacarc  0 3 native
  1307   -    1413960    1415840    1881 nativebacarc  0 3 native
  1308   -    1416181    1417347    1167 nativebacarc  0 3 native
  1309   -    1417658    1418356     699 nativebacarc  0 3 native
  1310   -    1418579    1418953     375 nativebacarc  0 3 native
  1311   -    1419014    1419748     735 nativebacarc  0 3 native
  1312   -    1419961    1420302     342 nativebacarc  0 3 native
  1313   -    1420410    1422254    1845 nativebacarc  0 3 native
  1314   -    1422302    1424050    1749 nativebacarc  0 3 native
  1315   +    1424209    1424754     546 nativebacarc  0 3 native
  1316   +    1424781    1425293     513 nativebacarc  0 3 atypical
  1317   -    1425438    1425944     507 nativebacarc  0 3 native
  1318   -    1426374    1426469      96 nativebac  0 3 native
  1319   +    1426482    1427417     936 nativebacarc  0 3 native
  1320   +    1427414    1430041    2628 nativebacarc  0 3 native
  1321   +    1430062    1431648    1587 nativebacarc  0 3 native
  1322   -    1431665    1433302    1638 nativebacarc  0 3 native
  1323   -    1433433    1435271    1839 nativebacarc  0 3 native
  1324   -    1435268    1436143     876 nativebacarc  0 3 native
  1325   -    1436140    1437117     978 nativebacarc  0 3 native
  1326   +    1437324    1437815     492 nativebacarc  0 3 native
  1327   +    1437927    1438907     981 nativebacarc  0 3 native
  1328   +    1438907    1440751    1845 nativebacarc  0 3 native
  1329   +    1440811    1441290     480 nativebacarc  0 3 native
  1330   +    1441348    1442718    1371 nativebacarc  0 3 native
  1331   +    1442779    1443399     621 nativebacarc  0 3 native
  1332   -    1443482    1444900    1419 nativebacarc  0 3 native
  1333   +    1445217    1445372     156 bac  0 3 atypical
  1334   -    1445499    1445834     336 nativebacarc  0 3 native
  1335   +    1446379    1448031    1653 nativebacarc  0 3 native
  1336   +    1448028    1449371    1344 nativebacarc  0 3 native
  1337   +    1449375    1450700    1326 nativebacarc  0 3 native
  1338   +    1450697    1451779    1083 nativebacarc  0 3 native
  1339   +    1451997    1452947     951 nativebacarc  0 3 native
  1340   +    1453100    1453207     108 bac  0 3 atypical
  1341   +    1453204    1455012    1809 nativebacarc  0 3 native
  1342   +    1455163    1455405     243 nativebac  0 3 atypical
  1343   +    1455495    1456568    1074 nativebacarc  0 3 native
  1344   +    1456628    1457542     915 nativebacarc  0 3 native
  1345   +    1457558    1458211     654 nativebacarc  0 3 native
  1346   +    1458292    1459509    1218 nativebacarc  0 3 native
  1347   +    1459766    1460251     486 nativebacarc  0 3 native
  1348   +    1460310    1460996     687 nativebacarc  0 3 atypical
  1349   +    1461003    1461290     288 nativebacarc  0 3 native
  1350   +    1461321    1461836     516 nativebacarc  0 3 native
  1351   +    1461843    1463183    1341 nativebacarc  0 3 native
  1352   +    1463228    1464877    1650 nativebacarc  0 3 native
  1353   +    1464884    1465801     918 nativebacarc  0 3 native
  1354   +    1465841    1467301    1461 nativebacarc  0 3 native
  1355   +    1467315    1467680     366 nativebacarc  0 3 native
  1356   +    1467700    1468131     432 nativebac  0 3 atypical
  1357   -    1468171    1469505    1335 nativebacarc  0 3 native
  1358   -    1469671    1470252     582 nativebacarc  0 3 native
  1359   +    1470321    1471577    1257 nativebacarc  0 3 native
  1360   -    1477134    1477655     522 nativebacarc  0 3 native
  1361   -    1477628    1479118    1491 nativebacarc  0 3 native
  1362   -    1479199    1480824    1626 nativebacarc  0 3 native
  1363   -    1480894    1482501    1608 nativebacarc  0 3 native
  1364   -    1482514    1483626    1113 nativebacarc  0 3 atypical
  1365   +    1484279    1484959     681 nativebacarc  0 3 native
  1366   -    1485313    1485768     456 nativebacarc  0 3 native
  1367   +    1485901    1487031    1131 nativebacarc  0 3 native
  1368   +    1487194    1488075     882 nativebacarc  0 3 native
  1369   -    1488154    1489965    1812 nativebacarc  0 3 native
  1370   -    1490117    1492312    2196 nativebacarc  0 3 native
  1371   -    1492320    1494386    2067 nativebacarc  0 3 native
  1372   +    1494564    1497155    2592 nativebacarc  0 3 native
  1373   -    1497195    1499171    1977 nativebacarc  0 3 native
  1374   -    1499213    1500493    1281 nativebacarc  0 3 native
  1375   +    1500661    1500966     306 nativebacarc  0 3 native
  1376   +    1501091    1501582     492 nativebacarc  0 3 atypical
  1377   +    1501599    1502633    1035 nativebacarc  0 3 native
  1378   +    1502641    1503081     441 nativebacarc  0 3 native
  1379   +    1503103    1503384     282 nativebacarc  0 3 native
  1380   +    1503394    1504365     972 nativebacarc  0 3 native
  1381   +    1504464    1505078     615 nativebacarc  0 3 atypical
  1382   +    1505075    1505890     816 nativebacarc  0 3 native
  1383   +    1506061    1506738     678 nativebacarc  0 3 native
  1384   +    1506755    1507534     780 nativebacarc  0 3 native
  1385   +    1507582    1508187     606 nativebacarc  0 3 native
  1386   -    1508184    1508546     363 nativebacarc  0 3 atypical
  1387   -    1508543    1508923     381 nativebac  0 3 native
  1388   +    1509034    1509288     255 nativebacarc  0 3 native
  1389   +    1509281    1510846    1566 nativebacarc  0 3 native
  1390   +    1510846    1512006    1161 nativebacarc  0 3 native
  1391   -    1511973    1512605     633 nativebac  0 3 native
  1392   +    1513047    1515626    2580 nativebacarc  0 3 native
  1393   +    1515623    1517362    1740 nativebacarc  0 3 native
  1394   +    1517491    1518234     744 nativebacarc  0 3 native
  1395   -    1518227    1518400     174 nativebac  0 3 atypical
  1396   +    1518763    1519134     372 nativebac  0 3 native
  1397   -    1519200    1519985     786 nativebacarc  0 3 native
  1398   -    1520005    1521876    1872 nativebacarc  0 3 native
  1399   -    1521885    1524032    2148 nativebacarc  0 3 native
  1400   -    1524029    1524784     756 nativebac  0 3 atypical
  1401   -    1525293    1526159     867 nativebacarc  0 3 native
  1402   -    1526236    1526376     141 native  0 3 native
  1403   +    1526765    1530091    3327 nativebacarc  0 3 native
  1404   +    1530287    1530925     639 nativebac  0 3 native
  1405   -    1530973    1531209     237 nativebac  0 3 atypical
  1406   +    1531348    1532370    1023 nativebacarc  0 3 native
  1407   -    1532443    1533633    1191 nativebacarc  0 3 native
  1408   -    1533948    1534610     663 nativebacarc  0 3 native
  1409   -    1534607    1535392     786 nativebacarc  0 3 native
  1410   -    1535683    1537644    1962 nativebacarc  0 3 native
  1411   -    1537783    1538133     351 nativebacarc  0 3 atypical
  1412   +    1538420    1539211     792 nativebacarc  0 3 native
  1413   +    1539204    1539440     237 nativebacarc  0 3 native
  1414   -    1539512    1540717    1206 nativebacarc  0 3 native
  1415   +    1541248    1541805     558 nativebacarc  0 3 native
  1416   -    1541994    1542878     885 nativebacarc  0 3 native
  1417   -    1542929    1543255     327 nativebac  0 3 native
  1418   +    1543434    1544828    1395 nativebacarc  0 3 native
  1419   +    1544825    1546006    1182 nativebacarc  0 3 native
  1420   +    1546012    1546992     981 nativebacarc  0 3 native
  1421   +    1547895    1549151    1257 nativebacarc  0 3 native
  1422   +    1549148    1550641    1494 nativebacarc  0 3 native
  1423   -    1550579    1551217     639 nativebacarc  0 3 native
  1424   -    1551228    1552517    1290 nativebacarc  0 3 native
  1425   +    1552654    1553235     582 nativebacarc  0 3 native
  1426   +    1553232    1554191     960 nativebacarc  0 3 native
  1427   +    1554188    1555480    1293 nativebacarc  0 3 native
  1428   +    1555477    1555974     498 nativebacarc  0 3 native
  1429   +    1555971    1557101    1131 nativebacarc  0 3 native
  1430   +    1557101    1560448    3348 nativebacarc  0 3 native
  1431   +    1560445    1561269     825 nativebacarc  0 3 native
  1432   +    1561464    1561772     309 native  0 3 native
  1433   +    1561769    1563388    1620 nativebacarc  0 3 native
  1434   +    1563964    1564266     303 nativebacarc  0 3 atypical
  1435   +    1564401    1565027     627 nativebacarc  0 3 native
  1436   +    1565093    1565425     333 nativebacarc  0 3 native
  1437   +    1565444    1566697    1254 nativebacarc  0 3 native
  1438   +    1566816    1568036    1221 nativebacarc  0 3 native
  1439   -    1568109    1569587    1479 nativebacarc  0 3 native
  1440   -    1569584    1570969    1386 nativebacarc  0 3 native
  1441   +    1571074    1572081    1008 nativebacarc  0 3 native
  1442   -    1572127    1573857    1731 nativebacarc  0 3 native
  1443   -    1574112    1574513     402 nativebacarc  0 3 native
  1444   -    1574510    1574767     258 nativebacarc  0 3 atypical
  1445   -    1574850    1575809     960 nativebacarc  0 3 native
  1446   -    1575834    1576796     963 nativebacarc  0 3 native
  1447   +    1576777    1577532     756 nativebacarc  0 3 native
  1448   +    1577541    1579580    2040 nativebac  0 3 native
  1449   -    1579598    1580422     825 nativebacarc  0 3 native
  1450   +    1580546    1581073     528 nativebacarc  0 3 native
  1451   -    1581145    1581969     825 nativebacarc  0 3 native
  1452   +    1582166    1583104     939 nativebacarc  0 3 native
  1453   +    1583101    1584474    1374 nativebacarc  0 3 native
  1454   +    1584508    1585197     690 nativebacarc  0 3 native
  1455   +    1585194    1586213    1020 nativebacarc  0 3 native
  1456   -    1586210    1587766    1557 nativebacarc  0 3 native
  1457   -    1587772    1588482     711 nativebacarc  0 3 atypical
  1458   +    1588567    1589172     606 nativebacarc  0 3 native
  1459   +    1589386    1589901     516 nativebacarc  0 3 native
  1460   +    1589891    1590292     402 nativebacarc  0 3 atypical
  1461   +    1590397    1591674    1278 nativebacarc  0 3 native
  1462   +    1591671    1592153     483 nativebacarc  0 3 native
  1463   +    1592150    1592614     465 nativebacarc  0 3 native
  1464   +    1592747    1593325     579 nativebac  0 3 native
  1465   +    1593505    1593978     474 nativebac  0 3 native
  1466   +    1594042    1595982    1941 nativebacarc  0 3 native
  1467   +    1595982    1596884     903 nativebacarc  0 3 native
